timestamp,baseline,noise,event_cost,signal
2018-04-30 00:00:00,19.887840678322718,0.45300816715361286,1045.4794351900152,1065.8202840354916
2018-04-30 00:30:00,14.970239736540625,-0.3434631043401797,0.0,14.626776632200446
2018-04-30 01:00:00,11.396304765429202,-0.04505406425823641,0.0,11.351250701170965
2018-04-30 01:30:00,9.227186783226125,0.05166328401818998,0.0,9.278850067244315
2018-04-30 02:00:00,8.500000000000007,-0.24619161338261955,0.0,8.253808386617388
2018-04-30 02:30:00,9.227186783226125,0.285353095618486,0.0,9.512539878844612
2018-04-30 03:00:00,11.396304765429202,-0.655011099816575,0.0,10.741293665612627
2018-04-30 03:30:00,14.970239736540634,-0.7557515477121662,0.0,14.214488188828469
2018-04-30 04:00:00,19.88784067832273,-0.5615907332206411,0.0,19.326249945102088
2018-04-30 04:30:00,26.064966075245017,-0.3701463845334695,0.0,25.694819690711547
2018-04-30 05:00:00,33.39592359914347,0.34294651859991376,798.1102248520665,831.8490949698098
2018-04-30 05:30:00,41.75527853425875,0.40160283872955355,0.0,42.1568813729883
2018-04-30 06:00:00,51.00000000000001,-1.2238342324270322,0.0,49.77616576757298
2018-04-30 06:30:00,60.971908248967374,2.4231515622209123,0.0,63.39505981118829
2018-04-30 07:00:00,71.50038116628575,-1.4120617023036741,197.5630888326947,267.6514082966768
2018-04-30 07:30:00,82.40527366129562,-0.43793690716166667,2899.8536698892717,2981.821006643406
2018-04-30 08:00:00,93.50000000000001,-3.6892873121063734,17607.410014619894,17697.220727307787
2018-04-30 08:30:00,104.59472633870439,-3.6811665346384252,11980.314821735074,12081.22838153914
2018-04-30 09:00:00,115.49961883371427,3.6689178593173257,876.9970377942437,996.1655744872753
2018-04-30 09:30:00,126.02809175103265,-2.9178321135097374,7008.263136256713,7131.373395894236
2018-04-30 10:00:00,136.0,-5.356005555085926,4028.045448769123,4158.689443214037
2018-04-30 10:30:00,145.24472146574126,2.144320718546974,12555.97382987082,12703.362872055108
2018-04-30 11:00:00,153.60407640085654,-5.416393971644981,11392.507380395351,11540.695062824561
2018-04-30 11:30:00,160.935033924755,1.9716762129048264,3753.4091460726318,3916.3158562102913
2018-04-30 12:00:00,167.1121593216773,3.6636217193719642,9534.672162536806,9705.447943577856
2018-04-30 12:30:00,172.02976026345937,1.7497654740198918,3735.749120557051,3909.5286462945305
2018-04-30 13:00:00,175.6036952345708,0.7134010986088389,8425.07618012683,8601.39327646001
2018-04-30 13:30:00,177.7728132167739,10.433175999985169,4688.934387652322,4877.140376869081
2018-04-30 14:00:00,178.5,-7.431631084954589,3907.4763353498756,4078.544704264921
2018-04-30 14:30:00,177.7728132167739,-7.17489741652822,3358.2712737960246,3528.86918959627
