timestamp,baseline,noise,event_cost,without_noise,with_noise,total
2018-01-02 03:00:00+00:00,4.482361909794958,-0.49456067517392543,399.6371234431153,404.11948535291026,403.6249246777363,403.6249246777363
2018-01-02 03:30:00+00:00,4.23463313526982,-0.1838933257339416,0.0,4.23463313526982,4.050739809535878,4.050739809535878
2018-01-02 04:00:00+00:00,4.0,0.6439626306446243,0.0,4.0,4.643962630644625,4.643962630644625
2018-01-02 04:30:00+00:00,3.7824771419825582,0.0969872095663066,0.0,3.7824771419825582,3.8794643515488647,3.8794643515488647
2018-01-02 05:00:00+00:00,3.585786437626905,0.46011544981992847,0.0,3.585786437626905,4.045901887446833,4.045901887446833
2018-01-02 05:30:00+00:00,3.4132933194175297,0.28855189562862565,0.0,3.4132933194175297,3.701845215046155,3.701845215046155
2018-01-02 06:00:00+00:00,3.2679491924311224,-0.31823182318549026,399.0045286169743,402.2724778094054,401.9542459862199,401.9542459862199
2018-01-02 06:30:00+00:00,3.152240934977426,0.27097611020514667,1597.7369590710787,1600.8892000060562,1601.1601761162613,1601.1601761162613
2018-01-02 07:00:00+00:00,3.0681483474218636,-0.15829772558290806,1396.4176500547876,1399.4857984022094,1399.3275006766266,1399.3275006766266
2018-01-02 07:30:00+00:00,3.017110277252379,-0.16119455807948008,498.8104818435166,501.82759212076894,501.6663975626895,501.6663975626895
2018-01-02 08:00:00+00:00,3.0,0.048583659335228596,498.8651787752085,501.8651787752085,501.91376243454374,501.91376243454374
2018-01-02 08:30:00+00:00,3.017110277252379,-0.7629652032594757,3293.772782597406,3296.7898928746586,3296.026927671399,3296.026927671399
2018-01-02 09:00:00+00:00,3.0681483474218636,0.5960830520508292,1496.402519827382,1499.470668174804,1500.0667512268549,1500.0667512268549
2018-01-02 09:30:00+00:00,3.1522409349774265,-0.3355448375870548,699.392440119433,702.5446810544104,702.2091362168234,702.2091362168234
2018-01-02 10:00:00+00:00,3.267949192431123,0.5001347098297302,1596.950417597754,1600.2183667901852,1600.7185015000148,1600.7185015000148
2018-01-02 10:30:00+00:00,3.4132933194175297,0.06816056192655875,1597.2025450173696,1600.6158383367872,1600.6839988987138,1600.6839988987138
2018-01-02 11:00:00+00:00,3.585786437626905,0.7660165398143982,1894.5760636732152,1898.1618501108421,1898.9278666506566,1898.9278666506566
2018-01-02 11:30:00+00:00,3.7824771419825587,-0.32998470689591036,898.3815001382833,902.1639772802658,901.83399257337,901.83399257337
2018-01-02 12:00:00+00:00,4.0,-0.15589742823495878,2193.713597525066,2197.713597525066,2197.557700096831,2197.557700096831
2018-01-02 12:30:00+00:00,4.234633135269821,0.168884563279413,99.69170794686954,103.92634108213936,104.09522564541878,104.09522564541878
2018-01-02 13:00:00+00:00,4.4823619097949585,-1.1037355490999021,698.594353871512,703.0767157813069,701.9729802322071,701.9729802322071
